Benchmark,Examples,Program,Time,Ite
string/phone-10-long-repeat.sl,400, (define-fun f ((name String)) String (str.++ (str.substr name 0 2) (str.++ (str.at name 2) (str.++ (str.at name (- (str.indexof name " " 4) 1)) (str.++ (str.replace " " (str.at name 2) "(") (str.++ (str.substr "(" 0 (str.indexof name " " 3)) (str.++ (str.at name (+ 1 (str.indexof name " " 0))) (str.++ (str.at name (+ 2 (str.indexof name " " 0))) (str.++ (str.at name (+ 3 (str.indexof name " " 0))) (str.++ (str.substr ")" 0 (str.indexof name " " 3)) (str.++ (str.replace " " (str.at name 2) ")") (str.++ (str.at name (- 1 (str.indexof name " " 3))) (str.++ (str.at name (+ 1 (str.indexof name "-" 0))) (str.++ (str.at name (+ 2 (str.indexof name "-" 0))) (str.++ (str.at name (+ 3 (str.indexof name "-" 0))) (str.++ "-" (str.++ (str.at name (+ 5 (str.indexof name "-" 0))) (str.++ (str.at name (- (str.len name) 2)) (str.at name (- (str.len name) 1)))))))))))))))))))),172.839,0
string/phone-10-long.sl,100, (define-fun f ((name String)) String (str.++ (str.substr name 0 2) (str.++ (str.at name 2) (str.++ (str.at name (- (str.indexof name " " 4) 1)) (str.++ (str.replace " " (str.at name 2) "(") (str.++ (str.substr "(" 0 (str.indexof name " " 3)) (str.++ (str.at name (+ 1 (str.indexof name " " 0))) (str.++ (str.at name (+ 2 (str.indexof name " " 0))) (str.++ (str.at name (+ 3 (str.indexof name " " 0))) (str.++ (str.substr ")" 0 (str.indexof name " " 3)) (str.++ (str.replace " " (str.at name 2) ")") (str.++ (str.at name (- 1 (str.indexof name " " 3))) (str.++ (str.at name (+ 1 (str.indexof name "-" 0))) (str.++ (str.at name (+ 2 (str.indexof name "-" 0))) (str.++ (str.at name (+ 3 (str.indexof name "-" 0))) (str.++ "-" (str.++ (str.at name (+ 5 (str.indexof name "-" 0))) (str.++ (str.at name (- (str.len name) 2)) (str.at name (- (str.len name) 1)))))))))))))))))))),164.342,0
string/phone-10_short.sl,7, (define-fun f ((name String)) String (str.++ (str.substr name 0 (str.indexof name " " 0)) (str.++ (str.at name (- 1 (str.indexof name " " 3))) (str.++ (str.at name (str.indexof name " " 3)) (str.++ "(" (str.++ (str.from_int (str.to_int (str.at name 4))) (str.++ (str.at (str.substr name 2 4) (str.indexof name " " 3)) (str.++ (str.at name (str.indexof (str.++ " " name) " " 5)) (str.++ (str.at name (- 2 (str.indexof name " " 3))) (str.++ (str.at (str.substr name 3 3) (str.indexof name " " 0)) (str.++ (str.at (str.substr name 3 4) (str.indexof name " " 3)) (str.++ (str.at ")" (+ 1 (str.indexof name " " 4))) (str.++ (str.at name (- 1 (str.indexof name " " 3))) (str.++ (str.at (str.substr name 5 3) (str.indexof name " " 0)) (str.++ (str.at name (str.indexof (str.substr name 0 4) " " 3)) (str.++ (str.at name (- (str.indexof name " " 4) 1)) (str.++ (str.at (str.substr name 5 4) (str.indexof name " " 3)) (str.++ (str.at name (- 0 (str.indexof name " " 3))) (str.++ (str.at (str.substr name 3 5) (str.indexof name " " 4)) (str.++ (str.substr ")" 0 (str.indexof name " " 4)) (str.++ (str.at name (str.indexof name " " 4)) (str.++ (str.substr name (+ 4 5) 5) (str.++ (str.at name (+ 4 (+ 5 5))) (str.at name (+ 5 (+ 5 5)))))))))))))))))))))))))),20.657,0
string/phone-10.sl,7, (define-fun f ((name String)) String (str.++ (str.substr name 0 (str.indexof name " " 0)) (str.++ (str.at name (- 1 (str.indexof name " " 3))) (str.++ (str.at name (str.indexof name " " 3)) (str.++ "(" (str.++ (str.from_int (str.to_int (str.at name 4))) (str.++ (str.at (str.substr name 2 4) (str.indexof name " " 3)) (str.++ (str.at name (str.indexof (str.++ " " name) " " 5)) (str.++ (str.at name (- 2 (str.indexof name " " 3))) (str.++ (str.at (str.substr name 3 3) (str.indexof name " " 0)) (str.++ (str.at (str.substr name 3 4) (str.indexof name " " 3)) (str.++ (str.at ")" (+ 1 (str.indexof name " " 4))) (str.++ (str.at name (- 1 (str.indexof name " " 3))) (str.++ (str.at (str.substr name 5 3) (str.indexof name " " 0)) (str.++ (str.at name (str.indexof (str.substr name 0 4) " " 3)) (str.++ (str.at name (- (str.indexof name " " 4) 1)) (str.++ (str.at (str.substr name 5 4) (str.indexof name " " 3)) (str.++ (str.at name (- 0 (str.indexof name " " 3))) (str.++ (str.at (str.substr name 3 5) (str.indexof name " " 4)) (str.++ (str.substr ")" 0 (str.indexof name " " 4)) (str.++ (str.at name (str.indexof name " " 4)) (str.++ (str.substr name (+ 4 5) 5) (str.++ (str.at name (+ 4 (+ 5 5))) (str.at name (+ 5 (+ 5 5)))))))))))))))))))))))))),20.608,0
string/phone-5-long-repeat.sl,400, (define-fun f ((name String)) String (ite (= 3 (str.indexof name " " 0)) (str.substr name 1 2) (ite (= 2 (str.indexof name " " 0)) (str.at name 1) (str.substr name 1 3)))),.262,2
string/phone-5-long.sl,100, (define-fun f ((name String)) String (ite (= 3 (str.indexof name " " 0)) (str.substr name 1 2) (ite (= 2 (str.indexof name " " 0)) (str.at name 1) (str.substr name 1 3)))),.197,2
string/phone-5-short.sl,7, (define-fun f ((name String)) String (ite (= 3 (str.indexof name " " 0)) (str.substr name 1 2) (ite (= 2 (str.indexof name " " 0)) (str.at name 1) (str.substr name 1 3)))),.052,2
string/phone-5.sl,7, (define-fun f ((name String)) String (ite (= 3 (str.indexof name " " 0)) (str.substr name 1 2) (ite (= 2 (str.indexof name " " 0)) (str.at name 1) (str.substr name 1 3)))),.059,2
string/phone-6-long-repeat.sl,400, (define-fun f ((name String)) String (ite (= 3 (str.indexof name " " 0)) (str.substr name 4 3) (ite (= 2 (str.indexof name " " 0)) (str.substr name 3 3) (str.substr name 5 3)))),.197,2
string/phone-6-long.sl,100, (define-fun f ((name String)) String (ite (= 3 (str.indexof name " " 0)) (str.substr name 4 3) (ite (= 2 (str.indexof name " " 0)) (str.substr name 3 3) (str.substr name 5 3)))),.185,2
string/phone-6-short.sl,7, (define-fun f ((name String)) String (ite (= 2 (str.indexof name " " 0)) (str.substr name 3 3) (ite (= 3 (str.indexof name " " 0)) (str.substr name 4 3) (str.substr name 5 3)))),.048,2
string/phone-6.sl,7, (define-fun f ((name String)) String (ite (= 2 (str.indexof name " " 0)) (str.substr name 3 3) (ite (= 3 (str.indexof name " " 0)) (str.substr name 4 3) (str.substr name 5 3)))),.069,2
string/phone-7-long-repeat.sl,400, (define-fun f ((name String)) String (ite (str.contains name (str.from_int 5)) (ite (str.contains (str.substr name 3 2) " ") (ite (str.contains name (str.from_int 1)) (ite (str.contains name (str.from_int 3)) (ite (str.contains name (str.from_int 4)) (ite (str.contains name (str.from_int 0)) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3)) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3))) (ite (str.contains name (str.from_int 0)) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3)) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3)))) (ite (str.contains name (str.from_int 4)) (ite (str.contains name (str.from_int 0)) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3)) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3))) (ite (str.contains name (str.from_int 0)) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3)) (str.substr name (+ 4 5) 3)))) (str.substr name (+ 3 5) 3)) (str.substr name (+ 2 5) 3)) (ite (str.contains (str.substr name 3 2) " ") (ite (str.contains name (str.from_int 1)) (ite (str.contains name (str.from_int 3)) (ite (str.contains name (str.from_int 4)) (ite (str.contains name (str.from_int 0)) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3)) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3))) (ite (str.contains name (str.from_int 0)) (str.substr name (+ 3 5) 3) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3)))) (ite (str.suffixof (str.at name 1) name) (str.substr name (+ 3 5) 3) (ite (str.contains name (str.from_int 4)) (str.substr name (+ 3 5) 3) (str.substr name (+ 4 5) 3)))) (str.substr name (+ 3 5) 3)) (str.substr name (+ 2 5) 3)))),3.615,28
string/phone-7-long.sl,100, (define-fun f ((name String)) String (ite (str.contains name (str.from_int 5)) (ite (str.contains (str.substr name 3 2) " ") (ite (str.contains name (str.from_int 1)) (ite (str.contains name (str.from_int 3)) (ite (str.contains name (str.from_int 4)) (ite (str.contains name (str.from_int 0)) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3)) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3))) (ite (str.contains name (str.from_int 0)) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3)) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3)))) (ite (str.contains name (str.from_int 4)) (ite (str.contains name (str.from_int 0)) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3)) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3))) (ite (str.contains name (str.from_int 0)) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3)) (str.substr name (+ 4 5) 3)))) (str.substr name (+ 3 5) 3)) (str.substr name (+ 2 5) 3)) (ite (str.contains (str.substr name 3 2) " ") (ite (str.contains name (str.from_int 1)) (ite (str.contains name (str.from_int 3)) (ite (str.contains name (str.from_int 4)) (ite (str.contains name (str.from_int 0)) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3)) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3))) (ite (str.contains name (str.from_int 0)) (str.substr name (+ 3 5) 3) (ite (= 4 (str.indexof name " " 0)) (str.substr name (+ 4 5) 3) (str.substr name (+ 3 5) 3)))) (ite (str.suffixof (str.at name 1) name) (str.substr name (+ 3 5) 3) (ite (str.contains name (str.from_int 4)) (str.substr name (+ 3 5) 3) (str.substr name (+ 4 5) 3)))) (str.substr name (+ 3 5) 3)) (str.substr name (+ 2 5) 3)))),3.844,28
string/phone-7-short.sl,7, (define-fun f ((name String)) String (ite (str.contains name (str.from_int 1)) (ite (str.contains name (str.from_int 3)) (ite (str.contains name (str.from_int 4)) (ite (= 4 (str.indexof name " " 0)) (str.++ (str.from_int (+ 3 5)) (str.++ (str.from_int 5) (str.from_int (+ 3 5)))) (str.++ (str.at name 2) (str.++ (str.at name 4) (str.from_int (+ 2 5))))) (ite (str.contains name (str.from_int 0)) (str.++ (str.from_int 5) (str.++ (str.at name 5) (str.at name 2))) (str.++ (str.from_int (+ 2 5)) (str.++ (str.from_int 5) (str.at name 5))))) (str.++ (str.at name 5) (str.++ (str.from_int 5) (str.from_int 0)))) (ite (str.contains name (str.from_int 3)) (str.++ (str.++ (str.from_int (+ 4 5)) (str.at name 1)) (str.from_int (+ 4 5))) (str.++ (str.++ (str.from_int (+ 2 5)) (str.from_int (+ 3 5))) (str.from_int (+ 2 5)))))),.075,6
string/phone-7.sl,7, (define-fun f ((name String)) String (ite (str.contains name (str.from_int 1)) (ite (str.contains name (str.from_int 3)) (ite (str.contains name (str.from_int 4)) (ite (= 4 (str.indexof name " " 0)) (str.++ (str.from_int (+ 3 5)) (str.++ (str.from_int 5) (str.from_int (+ 3 5)))) (str.++ (str.at name 2) (str.++ (str.at name 4) (str.from_int (+ 2 5))))) (ite (str.contains name (str.from_int 0)) (str.++ (str.from_int 5) (str.++ (str.at name 5) (str.at name 2))) (str.++ (str.from_int (+ 2 5)) (str.++ (str.from_int 5) (str.at name 5))))) (str.++ (str.at name 5) (str.++ (str.from_int 5) (str.from_int 0)))) (ite (str.contains name (str.from_int 3)) (str.++ (str.++ (str.from_int (+ 4 5)) (str.at name 1)) (str.from_int (+ 4 5))) (str.++ (str.++ (str.from_int (+ 2 5)) (str.from_int (+ 3 5))) (str.from_int (+ 2 5)))))),.089,6
